2020-07-16 17:43:32.511 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper.buildDefaultMergedContextConfiguration(308) - Neither @ContextConfiguration nor @ContextHierarchy found for test class [CSCI5308.GroupFormationTool.CoursesTest.CourseTest], using SpringBootContextLoader
2020-07-16 17:43:39.908 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.908 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.908 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.908 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.909 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.909 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.909 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.909 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.910 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.910 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.910 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.910 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.910 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.911 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.911 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.911 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.911 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.911 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.912 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.913 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.913 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.913 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.913 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.913 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.914 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.915 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.915 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.915 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.915 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.915 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.916 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.917 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.918 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.918 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.918 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.918 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.918 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.919 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.919 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.919 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.920 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.920 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.920 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.920 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.921 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.921 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.921 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.921 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.922 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.923 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.924 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.925 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.926 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(60) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail
2020-07-16 17:43:39.927 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(47) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Fail, message=Null Password
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.isValidPassword(64) - password=ForbiddenCharSetPolicy, action=Check Validity, status=Success
2020-07-16 17:43:39.928 [main] INFO  C.G.P.ForbiddenCharSetValidation.setForbiddernCharSet(31) - password=ForbiddenCharSetPolicy, action=Set CharSet, value=\&"'
